1,-0.48072
2,-0.53873
3,0.921487
4,0.710061
5,-0.629933
6,-0.629933
7,0.516679
8,0.516679
9,0.913231
10,0.913231
11,-0.0625846
12,-0.844575
13,0.0
14,0.0
16,0.429891
15,0.802477
17,0.602179
18,0.845297
19,0.594416
20,-0.399472
21,0.875234
22,-0.615502
23,0.280527
24,0.514797
25,-0.735674
26,0.583552
27,0.0
28,0.0
29,0.977853
30,0.977853
32,0.862427
31,0.862427
34,-0.696112
33,-0.527949
35,0.980669
36,0.86183
38,0.785939
37,0.705148
39,0.865094
40,0.481261
42,0.876732
41,0.876732
43,-0.759792
44,0.0
46,0.745428
45,0.932896
48,0.47463
47,-0.459024
50,0.900027
49,0.884731
51,-0.784452
52,-0.784452
54,-0.529353
53,-0.529353
55,0.0264699
56,0.0
58,0.87518
57,0.476407
59,0.820233
60,0.0
62,0.873443
61,-0.667209
64,0.753345
63,0.0
65,-0.274308
66,-0.713713
68,0.92501
67,0.0
69,0.127119
70,-0.473443
71,-0.80032
72,0.0
73,0.907726
74,0.907726
76,-0.275865
75,0.562792
77,0.0754429
78,0.0
80,0.651752
79,-0.356149
81,0.0
82,0.749045
84,0.866045
83,0.866045
85,-0.422929
86,0.911642
87,0.916266
88,0.595047
89,0.491166
90,0.57676
92,-0.798999
91,0.0976399
93,0.447488
94,0.794339
96,0.931319
95,0.931319
98,0.0
97,0.856415
99,0.0
100,0.0
101,0.0
102,-0.492053
103,-0.492053
104,-0.738338
105,-0.738338
106,0.0
107,0.972726
108,0.622574
109,-0.241143
110,-0.203164
111,-0.238626
113,0.975147
112,0.98546
